Start Time  Tuesday January 11 2022 18:29:00,,,,,,,
Bitrate   500 kbit/s,,,,,,,
Operating Mode  Std Ext ErrDet,,,,,,,
Driver Version  4.1.212.0,,,,,,,
Bus,No,Time,State,ID (hex),DLC,Data (hex),ASCII
USB-to-CAN V2 compact  CAN-1,262,00:15.1,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,263,00:15.2,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,264,00:15.3,      ,706,1,5,.
USB-to-CAN V2 compact  CAN-1,265,00:15.4,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,266,00:15.6,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,267,00:15.7,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,268,00:15.7,      ,704,1,5,.
USB-to-CAN V2 compact  CAN-1,269,00:15.9,      ,705,1,5,.
USB-to-CAN V2 compact  CAN-1,270,00:16.0,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,271,00:16.0,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,272,00:16.3,      ,706,1,5,.
USB-to-CAN V2 compact  CAN-1,273,00:16.3,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,274,00:16.5,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,275,00:16.6,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,276,00:16.7,      ,704,1,5,.
USB-to-CAN V2 compact  CAN-1,277,00:16.9,      ,705,1,5,.
USB-to-CAN V2 compact  CAN-1,278,00:16.9,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,279,00:16.9,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,280,00:17.2,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,281,00:17.3,      ,706,1,5,.
USB-to-CAN V2 compact  CAN-1,282,00:17.3,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,283,00:17.5,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,284,00:17.7,      ,704,1,5,.
USB-to-CAN V2 compact  CAN-1,285,00:17.8,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,286,00:17.8,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,287,00:17.9,      ,705,1,5,.
USB-to-CAN V2 compact  CAN-1,288,00:18.1,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,289,00:18.2,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,290,00:18.3,      ,706,1,5,.
USB-to-CAN V2 compact  CAN-1,291,00:18.4,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,292,00:18.7,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,293,00:18.7,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,294,00:18.7,      ,704,1,5,.
USB-to-CAN V2 compact  CAN-1,295,00:18.9,      ,705,1,5,.
USB-to-CAN V2 compact  CAN-1,296,00:19.0,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,297,00:19.1,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,298,00:19.3,      ,706,1,5,.
USB-to-CAN V2 compact  CAN-1,299,00:19.3,      ,182,4,00 F6 00 00,....
USB-to-CAN V2 compact  CAN-1,300,00:19.3,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,301,00:19.5,      ,182,4,00 A5 00 00,....
USB-to-CAN V2 compact  CAN-1,302,00:19.5,      ,605,8,2F 60 60 00 01 00 00 00,/``.....
USB-to-CAN V2 compact  CAN-1,303,00:19.5,      ,585,8,60 60 60 00 00 00 00 00,```.....
USB-to-CAN V2 compact  CAN-1,304,00:19.5,      ,205,2,2F 00,/.
USB-to-CAN V2 compact  CAN-1,305,00:19.5,      ,185,6,33 07 15 A8 FF FF,3.....
USB-to-CAN V2 compact  CAN-1,306,00:19.5,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,307,00:19.6,      ,185,6,33 86 15 A8 FF FF,3.....
USB-to-CAN V2 compact  CAN-1,308,00:19.6,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,309,00:19.6,      ,185,6,37 86 15 A8 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,310,00:19.6,      ,405,8,00 00 00 00 00 00 02 00,........
USB-to-CAN V2 compact  CAN-1,311,00:19.7,      ,185,6,37 86 16 A8 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,312,00:19.7,      ,182,4,00 9C 00 00,....
USB-to-CAN V2 compact  CAN-1,313,00:19.7,      ,704,1,5,.
USB-to-CAN V2 compact  CAN-1,314,00:19.8,      ,205,2,3F 00,?.
USB-to-CAN V2 compact  CAN-1,315,00:19.8,      ,185,6,37 92 16 A8 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,316,00:19.8,      ,602,8,2B 02 20 10 00 01 00 00,+. .....
USB-to-CAN V2 compact  CAN-1,317,00:19.8,      ,205,2,2F 00,/.
USB-to-CAN V2 compact  CAN-1,318,00:19.8,      ,305,8,2C 52 FF FF 99 59 0D 00,",R...Y.."
USB-to-CAN V2 compact  CAN-1,319,00:19.8,      ,582,8,60 02 20 10 00 00 00 00,`. .....
USB-to-CAN V2 compact  CAN-1,320,00:19.8,      ,185,6,37 82 12 A8 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,321,00:19.8,      ,602,8,2B 03 20 0E 01 00 00 00,+. .....
USB-to-CAN V2 compact  CAN-1,322,00:19.8,      ,582,8,60 03 20 0E 00 00 00 00,`. .....
USB-to-CAN V2 compact  CAN-1,323,00:19.8,      ,205,2,3F 00,?.
USB-to-CAN V2 compact  CAN-1,324,00:19.8,      ,185,6,37 92 0E A8 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,325,00:19.9,      ,185,6,37 92 06 A8 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,326,00:19.9,      ,705,1,5,.
USB-to-CAN V2 compact  CAN-1,327,00:19.9,      ,185,6,37 92 E8 A7 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,328,00:19.9,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,329,00:19.9,      ,185,6,37 92 B0 A7 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,330,00:19.9,      ,185,6,37 92 62 A7 FF FF,7.b...
USB-to-CAN V2 compact  CAN-1,331,00:20.0,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,332,00:20.0,      ,185,6,37 92 05 A7 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,333,00:20.0,      ,185,6,37 92 A8 A6 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,334,00:20.0,      ,185,6,37 92 49 A6 FF FF,7.I...
USB-to-CAN V2 compact  CAN-1,335,00:20.1,      ,185,6,37 92 DF A5 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,336,00:20.1,      ,185,6,37 92 64 A5 FF FF,7.d...
USB-to-CAN V2 compact  CAN-1,337,00:20.1,      ,185,6,37 92 CE A4 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,338,00:20.2,      ,185,6,37 92 35 A4 FF FF,7.5...
USB-to-CAN V2 compact  CAN-1,339,00:20.2,      ,185,6,37 92 97 A3 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,340,00:20.2,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,341,00:20.2,      ,185,6,37 92 ED A2 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,342,00:20.2,      ,185,6,37 92 3C A2 FF FF,7.<...
USB-to-CAN V2 compact  CAN-1,343,00:20.3,      ,706,1,5,.
USB-to-CAN V2 compact  CAN-1,344,00:20.3,      ,185,6,37 92 75 A1 FF FF,7.u...
USB-to-CAN V2 compact  CAN-1,345,00:20.3,      ,185,6,37 92 A2 A0 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,346,00:20.3,      ,185,6,37 92 BE 9F FF FF,7.....
USB-to-CAN V2 compact  CAN-1,347,00:20.4,      ,185,6,37 92 D2 9E FF FF,7.....
USB-to-CAN V2 compact  CAN-1,348,00:20.4,      ,185,6,37 92 D7 9D FF FF,7.....
USB-to-CAN V2 compact  CAN-1,349,00:20.4,      ,185,6,37 92 CD 9C FF FF,7.....
USB-to-CAN V2 compact  CAN-1,350,00:20.4,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,351,00:20.5,      ,185,6,37 92 BC 9B FF FF,7.....
USB-to-CAN V2 compact  CAN-1,352,00:20.5,      ,185,6,37 92 AA 9A FF FF,7.....
USB-to-CAN V2 compact  CAN-1,353,00:20.5,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,354,00:20.5,      ,185,6,37 92 90 99 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,355,00:20.5,      ,185,6,37 92 6F 98 FF FF,7.o...
USB-to-CAN V2 compact  CAN-1,356,00:20.6,      ,185,6,37 92 2D 97 FF FF,7.-...
USB-to-CAN V2 compact  CAN-1,357,00:20.6,      ,185,6,37 92 D8 95 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,358,00:20.6,      ,185,6,37 92 7A 94 FF FF,7.z...
USB-to-CAN V2 compact  CAN-1,359,00:20.7,      ,185,6,37 92 1C 93 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,360,00:20.7,      ,185,6,37 92 A7 91 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,361,00:20.7,      ,704,1,5,.
USB-to-CAN V2 compact  CAN-1,362,00:20.7,      ,185,6,37 92 2F 90 FF FF,7./...
USB-to-CAN V2 compact  CAN-1,363,00:20.8,      ,185,6,37 92 A5 8E FF FF,7.....
USB-to-CAN V2 compact  CAN-1,364,00:20.8,      ,185,6,37 92 20 8D FF FF,7. ...
USB-to-CAN V2 compact  CAN-1,365,00:20.8,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,366,00:20.8,      ,185,6,37 92 90 8B FF FF,7.....
USB-to-CAN V2 compact  CAN-1,367,00:20.8,      ,185,6,37 92 FA 89 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,368,00:20.9,      ,185,6,37 92 6E 88 FF FF,7.n...
USB-to-CAN V2 compact  CAN-1,369,00:20.9,      ,705,1,5,.
USB-to-CAN V2 compact  CAN-1,370,00:20.9,      ,185,6,37 92 E2 86 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,371,00:20.9,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,372,00:20.9,      ,185,6,37 92 4B 85 FF FF,7.K...
USB-to-CAN V2 compact  CAN-1,373,00:21.0,      ,185,6,37 92 B0 83 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,374,00:21.0,      ,185,6,37 92 34 82 FF FF,7.4...
USB-to-CAN V2 compact  CAN-1,375,00:21.0,      ,185,6,37 92 A6 80 FF FF,7.....
USB-to-CAN V2 compact  CAN-1,376,00:21.1,      ,185,6,37 92 00 7F FF FF,7....
USB-to-CAN V2 compact  CAN-1,377,00:21.1,      ,185,6,37 92 78 7D FF FF,7.x}..
USB-to-CAN V2 compact  CAN-1,378,00:21.1,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,379,00:21.1,      ,185,6,37 92 E0 7B FF FF,7..{..
USB-to-CAN V2 compact  CAN-1,380,00:21.1,      ,185,6,37 92 59 7A FF FF,7.Yz..
USB-to-CAN V2 compact  CAN-1,381,00:21.2,      ,185,6,37 92 DD 78 FF FF,7..x..
USB-to-CAN V2 compact  CAN-1,382,00:21.2,      ,182,4,00 A9 00 00,....
USB-to-CAN V2 compact  CAN-1,383,00:21.2,      ,205,2,2F 00,/.
USB-to-CAN V2 compact  CAN-1,384,00:21.2,      ,305,8,2C 52 FF FF 4F 9D 0B 00,",R..O..."
USB-to-CAN V2 compact  CAN-1,385,00:21.2,      ,185,6,37 82 3A 77 FF FF,7.:w..
USB-to-CAN V2 compact  CAN-1,386,00:21.2,      ,205,2,3F 00,?.
USB-to-CAN V2 compact  CAN-1,387,00:21.2,      ,185,6,37 92 B1 75 FF FF,7..u..
USB-to-CAN V2 compact  CAN-1,388,00:21.3,      ,185,6,37 92 1A 74 FF FF,7..t..
USB-to-CAN V2 compact  CAN-1,389,00:21.3,      ,706,1,5,.
USB-to-CAN V2 compact  CAN-1,390,00:21.3,      ,185,6,37 92 A3 72 FF FF,7..r..
USB-to-CAN V2 compact  CAN-1,391,00:21.3,      ,185,6,37 92 37 71 FF FF,7.7q..
USB-to-CAN V2 compact  CAN-1,392,00:21.4,      ,185,6,37 92 DF 6F FF FF,7..o..
USB-to-CAN V2 compact  CAN-1,393,00:21.4,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,394,00:21.4,      ,182,4,00 00 00 00,....
USB-to-CAN V2 compact  CAN-1,395,00:21.4,      ,185,6,37 92 7D 6E FF FF,7.}n..
USB-to-CAN V2 compact  CAN-1,396,00:21.4,      ,205,2,2F 01,/.
USB-to-CAN V2 compact  CAN-1,397,00:21.4,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,398,00:21.4,      ,185,6,37 82 38 6D FF FF,7.8m..
USB-to-CAN V2 compact  CAN-1,399,00:21.4,      ,602,8,2B 03 20 0E 00 01 00 00,+. .....
USB-to-CAN V2 compact  CAN-1,400,00:21.4,      ,582,8,60 03 20 0E 00 00 00 00,`. .....
USB-to-CAN V2 compact  CAN-1,401,00:21.4,      ,602,8,2B 02 20 10 01 00 00 00,+. .....
USB-to-CAN V2 compact  CAN-1,402,00:21.4,      ,582,8,60 02 20 10 00 00 00 00,`. .....
USB-to-CAN V2 compact  CAN-1,403,00:21.4,      ,185,6,37 82 15 6C FF FF,7..l..
USB-to-CAN V2 compact  CAN-1,404,00:21.4,      ,602,8,2B 03 20 06 00 01 00 00,+. .....
USB-to-CAN V2 compact  CAN-1,405,00:21.4,      ,582,8,60 03 20 06 00 00 00 00,`. .....
USB-to-CAN V2 compact  CAN-1,406,00:21.5,      ,185,6,37 82 1E 6B FF FF,7..k..
USB-to-CAN V2 compact  CAN-1,407,00:21.5,      ,185,6,37 82 2A 6A FF FF,7.*j..
USB-to-CAN V2 compact  CAN-1,408,00:21.5,      ,185,6,37 82 3A 69 FF FF,7.:i..
USB-to-CAN V2 compact  CAN-1,409,00:21.6,      ,185,6,37 82 66 68 FF FF,7.fh..
USB-to-CAN V2 compact  CAN-1,410,00:21.6,      ,185,6,37 82 A9 67 FF FF,7..g..
USB-to-CAN V2 compact  CAN-1,411,00:21.6,      ,185,6,37 82 18 67 FF FF,7..g..
USB-to-CAN V2 compact  CAN-1,412,00:21.7,      ,185,6,37 82 9D 66 FF FF,7..f..
USB-to-CAN V2 compact  CAN-1,413,00:21.7,      ,185,6,37 82 2B 66 FF FF,7.+f..
USB-to-CAN V2 compact  CAN-1,414,00:21.7,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,415,00:21.7,      ,704,1,5,.
USB-to-CAN V2 compact  CAN-1,416,00:21.7,      ,185,6,37 82 CF 65 FF FF,7..e..
USB-to-CAN V2 compact  CAN-1,417,00:21.7,      ,185,6,37 82 90 65 FF FF,7..e..
USB-to-CAN V2 compact  CAN-1,418,00:21.8,      ,185,6,37 82 75 65 FF FF,7.ue..
USB-to-CAN V2 compact  CAN-1,419,00:21.8,      ,185,6,37 82 6E 65 FF FF,7.ne..
USB-to-CAN V2 compact  CAN-1,420,00:21.8,      ,185,6,37 86 61 65 FF FF,7.ae..
USB-to-CAN V2 compact  CAN-1,421,00:21.8,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,422,00:21.9,      ,185,6,37 86 53 65 FF FF,7.Se..
USB-to-CAN V2 compact  CAN-1,423,00:21.9,      ,405,8,00 00 02 00 00 00 02 00,........
USB-to-CAN V2 compact  CAN-1,424,00:21.9,      ,705,1,5,.
USB-to-CAN V2 compact  CAN-1,425,00:21.9,      ,185,6,37 86 53 65 FF FF,7.Se..
USB-to-CAN V2 compact  CAN-1,426,00:21.9,      ,185,6,37 86 57 65 FF FF,7.We..
USB-to-CAN V2 compact  CAN-1,427,00:22.0,      ,185,6,37 86 55 65 FF FF,7.Ue..
USB-to-CAN V2 compact  CAN-1,428,00:22.0,      ,185,6,37 86 54 65 FF FF,7.Te..
USB-to-CAN V2 compact  CAN-1,429,00:22.0,      ,205,2,27 00,'.
USB-to-CAN V2 compact  CAN-1,430,00:22.0,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,431,00:22.0,      ,185,6,33 06 5A 65 FF FF,3.Ze..
USB-to-CAN V2 compact  CAN-1,432,00:22.0,      ,185,6,33 06 5C 65 FF FF,3.\e..
USB-to-CAN V2 compact  CAN-1,433,00:22.3,      ,706,1,5,.
USB-to-CAN V2 compact  CAN-1,434,00:22.3,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,435,00:22.3,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,436,00:22.6,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,437,00:22.7,      ,704,1,5,.
USB-to-CAN V2 compact  CAN-1,438,00:22.7,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,439,00:22.9,      ,705,1,5,.
USB-to-CAN V2 compact  CAN-1,440,00:22.9,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,441,00:23.2,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,442,00:23.2,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,443,00:23.3,      ,706,1,5,.
USB-to-CAN V2 compact  CAN-1,444,00:23.5,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,445,00:23.6,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,446,00:23.7,      ,704,1,5,.
USB-to-CAN V2 compact  CAN-1,447,00:23.8,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,448,00:23.9,      ,705,1,5,.
USB-to-CAN V2 compact  CAN-1,449,00:24.0,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,450,00:24.1,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,451,00:24.3,      ,706,1,5,.
USB-to-CAN V2 compact  CAN-1,452,00:24.4,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,453,00:24.5,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,454,00:24.7,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,455,00:24.7,      ,704,1,5,.
USB-to-CAN V2 compact  CAN-1,456,00:24.9,      ,705,1,5,.
USB-to-CAN V2 compact  CAN-1,457,00:24.9,      ,703,1,5,.
